Date,Open,High,Low,Close,Volume,Adj Close
2013-08-07,31.12,31.18,30.17,30.44,5512800,30.18
2013-08-06,31.20,31.54,30.77,31.39,4597700,31.12
2013-08-05,31.19,31.73,31.09,31.24,4872400,30.97
2013-08-02,30.62,31.33,30.05,31.30,3200000,31.03
2013-08-01,30.18,30.75,30.15,30.71,3506600,30.45
2013-07-31,29.32,30.36,29.26,30.09,3978100,29.83
2013-07-30,28.90,29.49,28.64,29.34,3853300,29.09
2013-07-29,29.50,29.69,28.69,28.86,2766100,28.61
2013-07-26,29.70,29.82,29.33,29.65,1649900,29.39
2013-07-25,29.34,29.94,29.32,29.93,2262600,29.67
2013-07-24,29.35,29.63,29.11,29.33,2277500,29.08
2013-07-23,29.41,29.52,29.20,29.33,2260200,29.08
2013-07-22,28.97,29.42,28.65,29.40,2333600,29.15
2013-07-19,28.93,29.02,28.56,28.97,3114400,28.72
2013-07-18,28.61,29.02,28.31,28.81,3568700,28.56
2013-07-17,29.21,29.31,28.49,28.54,3333800,28.29
2013-07-16,29.61,29.70,28.82,29.14,3148700,28.89
2013-07-15,29.76,29.92,29.47,29.60,3399400,29.35
2013-07-12,29.39,29.91,29.06,29.73,7443200,29.47
2013-07-11,28.83,29.48,28.72,29.38,5575600,29.13
2013-07-10,29.53,29.53,28.03,28.47,10768800,28.23
2013-07-09,30.07,30.35,29.55,29.73,5496100,29.47
2013-07-08,29.94,30.33,29.79,30.02,5722100,29.76
2013-07-05,29.45,29.85,29.16,29.73,4072600,29.47
2013-07-03,28.95,29.54,28.77,29.42,4351100,29.17
2013-07-02,29.71,29.72,28.11,28.69,7234300,28.44
2013-07-01,27.90,29.91,27.72,29.74,12006700,29.48
2013-06-28,27.69,27.96,27.32,27.33,4107600,27.09
2013-06-27,27.40,27.92,27.36,27.84,3220900,27.60
2013-06-26,26.90,27.29,26.51,27.28,3270100,27.05
2013-06-25,26.61,26.97,26.32,26.74,5151400,26.51
2013-06-24,26.36,26.56,25.78,26.32,3326400,26.09
2013-06-21,26.68,27.17,26.45,26.77,6840100,26.54
2013-06-20,27.20,27.40,26.27,26.59,4403400,26.36
2013-06-19,27.91,28.10,27.63,27.66,3872600,27.42
2013-06-18,27.39,28.20,26.90,28.06,5072800,27.82
2013-06-17,27.02,27.48,26.97,27.41,4270000,27.17
2013-06-14,27.58,27.90,26.63,26.87,5823500,26.64
2013-06-13,26.79,27.59,26.78,27.56,6204100,27.32
2013-06-12,27.92,27.93,26.76,26.88,5497500,26.65
2013-06-11,27.59,28.07,27.42,27.89,6242100,27.65
2013-06-10,27.38,28.22,27.29,28.04,4847100,27.80
2013-06-07,27.65,27.75,27.12,27.36,3495400,27.12
2013-06-06,27.02,27.71,26.82,27.68,4857500,27.27
2013-06-05,27.19,27.92,27.03,27.09,8352400,26.69
2013-06-04,27.22,28.04,27.14,27.40,6992200,27.00
2013-06-03,28.23,28.37,26.85,27.36,10415800,26.96
2013-05-31,27.59,28.26,27.50,27.55,10217700,27.15
2013-05-30,27.15,28.17,27.15,27.74,10796800,27.33
2013-05-29,26.49,27.10,26.36,27.04,7166200,26.64
2013-05-28,26.27,26.78,26.22,26.73,7288500,26.34
2013-05-24,26.12,26.34,25.65,26.03,4140300,25.65
2013-05-23,25.40,26.34,25.30,26.29,5321400,25.90
2013-05-22,25.64,26.43,25.27,25.65,9695500,25.27
2013-05-21,26.09,26.99,25.17,25.64,20917600,25.26
2013-05-20,26.89,27.37,26.47,26.81,7881000,26.42
2013-05-17,25.89,26.97,25.87,26.90,5906800,26.50
2013-05-16,26.15,26.27,25.70,25.90,3623000,25.52
2013-05-15,26.49,26.65,25.88,26.40,5577000,26.01
2013-05-14,25.33,27.15,25.30,26.74,7446300,26.35
2013-05-13,25.47,25.54,25.11,25.31,3421600,24.94
2013-05-10,25.65,25.69,24.98,25.37,4185100,25.00
2013-05-09,25.49,26.14,25.45,25.60,4496200,25.22
2013-05-08,26.01,26.42,25.39,25.51,5985000,25.14
2013-05-07,26.37,26.45,26.00,26.12,3659500,25.74
2013-05-06,26.47,26.59,25.90,26.34,4664300,25.95
2013-05-03,26.45,26.62,25.95,26.52,5107800,26.13
2013-05-02,25.90,26.37,25.83,26.26,4392600,25.87
2013-05-01,25.69,26.44,25.44,25.90,7446000,25.52
2013-04-30,25.71,26.92,25.65,25.99,23284900,25.61
2013-04-29,23.58,24.20,23.30,24.20,5288200,23.84
2013-04-26,24.04,24.21,23.40,23.50,4644100,23.15
2013-04-25,23.78,24.37,23.70,24.14,5284800,23.79
2013-04-24,24.15,24.38,23.53,23.77,4495800,23.42
2013-04-23,23.73,24.34,23.62,24.13,6209300,23.78
2013-04-22,23.14,23.94,22.87,23.68,5293600,23.33
2013-04-19,23.18,23.58,22.80,23.25,5041400,22.91
2013-04-18,23.50,23.71,22.78,22.97,6092400,22.63
2013-04-17,23.40,23.67,23.06,23.38,6153700,23.04
2013-04-16,23.03,23.73,22.92,23.66,7348600,23.31
2013-04-15,23.91,24.27,22.55,22.94,11306700,22.60
2013-04-12,24.07,24.23,23.42,24.09,14928700,23.74
2013-04-11,24.60,24.90,23.98,24.11,11820900,23.76
2013-04-10,25.76,25.76,24.40,24.82,14277700,24.46
2013-04-09,25.66,26.09,25.31,25.74,12262700,25.36
2013-04-08,25.50,26.29,24.75,25.96,31696800,25.58
2013-04-05,24.85,25.46,24.31,25.45,25427300,25.08
2013-04-04,21.72,25.30,21.71,25.13,55397700,24.76
2013-04-03,21.73,22.08,21.47,21.65,7599400,21.33
2013-04-02,21.75,22.20,21.57,21.64,7679200,21.32
2013-04-01,22.13,22.46,21.64,21.68,6090200,21.36
2013-03-28,22.18,22.53,22.00,22.15,8861600,21.82
2013-03-27,22.30,22.73,21.77,22.15,10647800,21.82
2013-03-26,23.10,23.24,22.27,22.70,9421100,22.37
2013-03-25,22.90,23.46,22.62,23.20,9797900,22.86
2013-03-22,22.58,22.98,21.83,22.78,15684100,22.45
2013-03-21,22.94,23.35,22.36,22.46,15834400,22.13
2013-03-20,22.57,23.46,22.52,23.07,16460900,22.73
2013-03-19,21.90,22.35,21.76,22.25,11293400,21.92
2013-03-18,21.22,22.25,21.22,22.13,14993500,21.64
2013-03-15,21.61,21.80,21.14,21.45,12084900,20.97
2013-03-14,20.99,21.55,20.92,21.50,9247000,21.02
2013-03-13,20.34,21.26,20.30,20.96,11650100,20.49
2013-03-12,20.26,20.60,20.06,20.29,15193900,19.84
2013-03-11,20.28,20.45,19.99,20.08,20020200,19.63
2013-03-08,19.43,20.61,19.21,20.17,22784100,19.72
2013-03-07,18.84,19.33,18.56,19.26,10549500,18.83
2013-03-06,19.29,19.50,17.79,18.75,26687200,18.33
2013-03-05,18.01,18.45,17.69,18.40,12122100,17.99
2013-03-04,17.08,18.13,16.98,17.77,14175700,17.37
2013-03-01,17.38,17.46,16.12,17.16,32701900,16.78
2013-02-28,16.95,16.95,15.75,16.41,12811700,16.04
2013-02-27,16.30,16.64,16.25,16.60,4565300,16.23
2013-02-26,17.00,17.16,16.20,16.46,10842200,16.09
2013-02-25,17.06,17.34,16.84,17.00,8510600,16.62
2013-02-22,17.36,17.41,16.96,17.02,5182000,16.64
2013-02-21,17.17,17.50,16.90,17.41,8612700,17.02
2013-02-20,17.66,17.70,16.89,17.25,7948000,16.87
2013-02-19,17.53,17.76,17.20,17.33,16389900,16.94
2013-02-15,15.93,16.89,15.92,16.87,18403300,16.49
2013-02-14,15.05,16.36,15.00,15.71,14401800,15.36
2013-02-13,15.46,16.20,13.83,15.12,17336000,14.78
2013-02-12,15.62,15.70,15.28,15.43,4486700,15.09
2013-02-11,15.24,15.80,15.21,15.71,3859000,15.36
2013-02-08,15.61,15.65,15.12,15.29,4773500,14.95
2013-02-07,15.92,15.98,15.44,15.58,3929800,15.23
2013-02-06,15.79,15.91,15.62,15.91,4596700,15.56
2013-02-05,15.96,16.17,15.45,15.93,5346100,15.58
2013-02-04,16.04,16.14,15.73,15.76,6202600,15.41
2013-02-01,16.38,16.41,15.96,16.11,4504100,15.75
2013-01-31,15.75,16.33,15.62,16.26,6401400,15.90
2013-01-30,16.01,16.14,15.84,15.90,6743100,15.55
2013-01-29,16.06,16.20,15.87,15.99,5389900,15.63
2013-01-28,16.18,16.36,15.93,16.06,10581100,15.70
2013-01-25,15.44,15.82,15.35,15.78,9185700,15.43
2013-01-24,15.27,15.51,15.26,15.34,7004300,15.00
2013-01-23,15.29,15.73,15.13,15.40,12233300,15.06
2013-01-22,14.88,15.77,14.75,15.39,13799100,15.05
2013-01-18,14.71,14.93,14.57,14.88,6261700,14.55
2013-01-17,14.76,14.96,14.54,14.62,8322800,14.29
2013-01-16,14.32,14.76,14.32,14.67,6923300,14.34
2013-01-15,14.38,14.50,14.20,14.42,11247000,14.10
2013-01-14,14.00,14.67,13.92,14.48,19677200,14.16
2013-01-11,13.10,14.38,13.01,14.21,45788000,13.89
2013-01-10,11.78,12.32,11.70,12.21,9775300,11.94
2013-01-09,11.88,11.94,11.38,11.59,8371900,11.33
2013-01-08,12.15,12.20,11.75,11.82,6884600,11.56
2013-01-07,12.06,12.22,12.02,12.21,5150000,11.94
2013-01-04,11.96,12.11,11.89,12.11,6073000,11.84
2013-01-03,11.87,12.21,11.82,11.99,6104600,11.72
2013-01-02,12.14,12.21,11.72,11.81,6563200,11.55
