Date,Open,High,Low,Close,Volume,Adj Close
2013-10-11,27.16,28.08,26.84,27.97,228700,27.97
2013-10-10,26.62,27.32,26.34,27.32,348000,27.32
2013-10-09,27.00,27.00,25.88,26.37,350300,26.37
2013-10-08,27.37,27.63,26.87,26.89,330600,26.89
2013-10-07,27.62,27.77,27.25,27.36,277200,27.36
2013-10-04,27.45,27.87,27.25,27.81,445500,27.81
2013-10-03,27.85,27.92,27.20,27.33,199700,27.33
2013-10-02,27.95,28.41,27.66,27.87,159800,27.87
2013-10-01,27.59,28.53,27.59,28.25,237600,28.25
2013-09-30,27.10,27.88,26.86,27.54,130900,27.54
2013-09-27,27.01,27.80,26.84,27.40,200400,27.40
2013-09-26,26.94,27.93,26.64,27.10,182800,27.10
2013-09-25,27.23,27.53,26.50,26.83,222900,26.83
2013-09-24,27.30,27.92,27.03,27.21,329700,27.21
2013-09-23,27.27,27.58,26.99,27.27,150100,27.27
2013-09-20,27.69,27.79,26.88,27.31,302400,27.31
2013-09-19,28.19,28.36,27.55,27.66,237000,27.66
2013-09-18,27.61,28.47,27.23,28.17,149100,28.17
2013-09-17,27.30,27.91,27.17,27.61,152000,27.61
2013-09-16,27.92,27.92,27.22,27.28,135200,27.28
2013-09-13,27.55,27.87,27.10,27.64,195400,27.64
2013-09-12,27.83,27.85,27.31,27.45,212900,27.45
2013-09-11,27.98,28.15,27.76,27.91,255500,27.91
2013-09-10,28.00,28.36,27.71,28.13,269300,28.13
2013-09-09,28.03,28.23,27.60,27.93,368100,27.93
2013-09-06,24.43,28.97,23.93,28.12,1444000,28.12
2013-09-05,26.38,26.64,25.29,25.29,358100,25.29
2013-09-04,26.26,26.70,25.97,26.20,323000,26.20
2013-09-03,26.99,27.12,25.85,26.30,281900,26.30
2013-08-30,27.13,27.13,26.22,26.70,235500,26.70
2013-08-29,26.03,26.92,26.03,26.85,137300,26.85
2013-08-28,25.43,26.31,25.24,26.17,137900,26.17
2013-08-27,26.02,26.31,25.27,25.37,171100,25.37
2013-08-26,26.86,26.98,26.27,26.34,183900,26.34
2013-08-23,26.81,27.10,25.84,26.84,229300,26.84
2013-08-22,27.37,27.48,26.38,26.68,121400,26.68
2013-08-21,27.72,28.09,26.81,27.38,103000,27.38
2013-08-20,27.02,28.13,26.82,27.91,185900,27.91
2013-08-19,27.07,27.61,26.82,26.89,122300,26.89
2013-08-16,27.00,27.36,26.99,27.00,131900,27.00
2013-08-15,27.94,27.94,26.92,27.00,116300,27.00
2013-08-14,28.33,28.57,28.12,28.17,177900,28.17
2013-08-13,28.61,28.85,28.18,28.42,110000,28.42
2013-08-12,27.50,28.57,27.50,28.50,161100,28.50
2013-08-09,28.39,28.42,27.24,27.62,207100,27.62
2013-08-08,27.00,28.66,26.92,28.44,251700,28.44
2013-08-07,27.58,27.58,26.44,27.00,207500,27.00
2013-08-06,28.60,28.78,27.03,27.76,137300,27.76
2013-08-05,28.39,28.89,28.33,28.77,116400,28.77
2013-08-02,27.58,28.56,27.52,28.44,147000,28.44
2013-08-01,27.88,28.15,27.19,27.66,258100,27.66
2013-07-31,27.82,28.33,27.52,27.57,164400,27.57
2013-07-30,28.29,28.36,27.34,27.76,231600,27.76
2013-07-29,28.43,28.80,27.99,28.27,117200,28.27
2013-07-26,28.06,28.57,27.75,28.53,139300,28.53
2013-07-25,28.07,28.27,27.59,28.17,173500,28.17
2013-07-24,28.80,28.91,27.87,28.04,125900,28.04
2013-07-23,29.25,29.34,28.68,28.71,210500,28.71
2013-07-22,29.09,29.27,28.87,29.12,112800,29.12
2013-07-19,29.30,29.59,28.30,28.98,336000,28.98
2013-07-18,29.79,29.90,29.41,29.59,139900,29.59
2013-07-17,30.45,30.80,29.63,29.75,171400,29.75
2013-07-16,31.05,31.11,30.15,30.25,152800,30.25
2013-07-15,30.27,31.08,30.25,31.03,142500,31.03
2013-07-12,30.74,30.81,29.83,30.28,193200,30.28
2013-07-11,31.06,31.31,30.50,30.68,215800,30.68
2013-07-10,30.49,31.10,30.18,31.06,408400,31.06
2013-07-09,30.02,30.79,29.90,30.56,369700,30.56
2013-07-08,29.48,30.12,29.48,29.84,255300,29.84
2013-07-05,28.87,29.46,27.95,29.31,166400,29.31
2013-07-03,28.44,28.78,28.01,28.50,94400,28.50
2013-07-02,28.56,29.36,28.42,28.65,515300,28.65
2013-07-01,28.91,29.30,28.42,28.61,470400,28.61
2013-06-28,29.13,29.13,28.59,28.75,614900,28.75
2013-06-27,28.14,28.57,27.66,27.95,311400,27.95
2013-06-26,27.41,28.46,27.32,27.94,691000,27.94
2013-06-25,26.89,27.41,26.67,27.13,146800,27.13
2013-06-24,27.16,27.25,26.68,26.70,279300,26.70
2013-06-21,27.61,27.85,26.82,27.50,707300,27.50
2013-06-20,28.45,28.45,27.39,27.45,295600,27.45
2013-06-19,28.91,29.00,28.74,28.80,190000,28.80
2013-06-18,29.08,29.23,28.81,29.00,283200,29.00
2013-06-17,29.83,29.83,29.01,29.10,242600,29.10
2013-06-14,30.23,30.23,29.51,29.70,121600,29.70
2013-06-13,29.96,30.33,29.47,30.30,130100,30.30
2013-06-12,30.61,30.65,29.59,29.81,191500,29.81
2013-06-11,30.59,30.88,30.35,30.51,167300,30.51
2013-06-10,31.39,31.54,30.89,30.99,233800,30.99
2013-06-07,30.70,31.45,30.45,31.34,362600,31.34
2013-06-06,30.95,31.00,30.09,30.71,341600,30.71
2013-06-05,30.88,31.58,30.88,31.00,162100,31.00
2013-06-04,31.45,31.77,30.61,31.04,299500,31.04
2013-06-03,31.91,32.03,30.77,31.48,241000,31.48
2013-05-31,31.54,32.27,31.54,31.82,183800,31.82
2013-05-30,31.46,31.79,31.35,31.63,198000,31.63
2013-05-29,31.31,31.62,31.13,31.40,108200,31.40
2013-05-28,32.07,32.10,31.26,31.62,477800,31.62
2013-05-24,30.99,32.17,30.39,31.75,557800,31.75
2013-05-23,32.25,32.93,31.76,32.00,745600,32.00
2013-05-22,33.09,33.50,32.00,32.19,246000,32.19
2013-05-21,32.84,33.47,32.65,33.15,224900,33.15
2013-05-20,32.54,33.10,32.52,32.91,190800,32.91
2013-05-17,31.84,33.11,31.82,32.48,291100,32.48
2013-05-16,32.41,32.88,31.57,31.87,274700,31.87
2013-05-15,32.14,32.77,31.87,32.40,326000,32.40
2013-05-14,31.82,32.25,31.69,32.23,249100,32.23
2013-05-13,32.06,32.44,31.63,31.81,345400,31.81
2013-05-10,31.51,32.40,31.47,32.30,322600,32.30
2013-05-09,30.46,31.75,29.93,31.35,544100,31.35
2013-05-08,30.21,30.43,29.74,30.41,267400,30.41
2013-05-07,29.79,30.26,29.50,30.26,408900,30.26
2013-05-06,30.00,30.10,29.07,29.72,438000,29.72
2013-05-03,29.17,30.32,28.67,29.99,518400,29.99
2013-05-02,28.64,28.92,28.43,28.83,355100,28.83
2013-05-01,28.86,29.20,28.32,28.59,441700,28.59
2013-04-30,28.84,29.31,28.58,28.97,219100,28.97
2013-04-29,28.63,29.20,28.57,28.80,220400,28.80
2013-04-26,28.75,28.78,28.16,28.60,292400,28.60
2013-04-25,27.69,29.57,27.59,28.93,518800,28.93
2013-04-24,27.30,27.80,26.92,27.70,297500,27.70
2013-04-23,27.02,27.66,26.77,27.38,629800,27.38
2013-04-22,26.90,27.21,26.24,26.76,357900,26.76
2013-04-19,26.48,27.11,26.36,26.79,425200,26.79
2013-04-18,27.20,27.20,26.31,26.40,375400,26.40
2013-04-17,27.61,27.64,26.88,27.11,626800,27.11
2013-04-16,28.03,28.34,27.49,27.78,608500,27.78
2013-04-15,28.77,29.07,27.88,27.98,646400,27.98
2013-04-12,28.13,28.86,27.91,28.76,985000,28.76
2013-04-11,27.74,29.06,27.17,28.23,2745000,28.23
2013-04-10,24.43,25.22,24.25,24.90,387600,24.90
2013-04-09,25.04,25.13,24.58,24.64,198000,24.64
2013-04-08,24.74,25.11,24.65,25.05,320000,25.05
2013-04-05,23.94,24.80,23.79,24.75,376500,24.75
2013-04-04,23.34,24.51,23.33,24.34,423800,24.34
2013-04-03,23.20,23.62,22.76,23.39,410800,23.39
2013-04-02,22.85,23.23,22.68,23.20,389000,23.20
2013-04-01,22.92,22.98,22.40,22.66,442300,22.66
2013-03-28,22.85,23.06,22.59,22.90,290000,22.90
2013-03-27,22.67,23.05,22.25,22.85,1312900,22.85
2013-03-26,23.82,23.82,22.72,22.92,423900,22.92
2013-03-25,24.62,24.72,23.48,23.75,348600,23.75
2013-03-22,24.31,24.92,24.31,24.62,265000,24.62
2013-03-21,24.49,24.49,23.19,24.35,530900,24.35
2013-03-20,24.25,24.41,23.69,23.79,560500,23.79
2013-03-19,24.87,25.25,23.72,24.07,386300,24.07
2013-03-18,25.25,25.57,24.60,24.81,347100,24.81
2013-03-15,23.97,25.96,23.10,25.51,1154200,25.51
2013-03-14,24.67,25.87,23.65,24.22,1500000,24.22
2013-03-13,22.70,24.75,22.63,24.49,896600,24.49
2013-03-12,22.85,22.96,22.23,22.54,477100,22.54
2013-03-11,22.99,23.19,22.66,22.96,251200,22.96
2013-03-08,22.13,23.09,21.87,23.06,344700,23.06
2013-03-07,22.81,23.06,21.47,22.00,932100,22.00
2013-03-06,23.60,23.99,22.92,23.10,492900,23.10
2013-03-05,22.88,23.97,22.49,23.77,518600,23.77
2013-03-04,22.63,23.07,22.30,22.63,372600,22.63
2013-03-01,22.90,23.26,22.59,22.73,329400,22.73
2013-02-28,22.87,23.05,22.72,22.90,197800,22.90
2013-02-27,22.46,23.06,22.38,22.88,251700,22.88
2013-02-26,22.06,22.66,21.75,22.46,319800,22.46
2013-02-25,22.86,22.87,21.96,22.00,248400,22.00
2013-02-22,23.15,23.15,22.40,22.75,261400,22.75
2013-02-21,23.61,24.08,22.81,23.01,388600,23.01
2013-02-20,23.88,24.02,23.48,23.65,397700,23.65
2013-02-19,23.02,24.08,22.81,23.94,398800,23.94
2013-02-15,23.19,23.67,22.78,22.88,468800,22.88
2013-02-14,22.97,23.45,22.84,23.19,271400,23.19
2013-02-13,23.11,23.46,22.63,23.09,443800,23.09
2013-02-12,23.33,23.70,23.07,23.12,334100,23.12
2013-02-11,23.16,23.31,22.90,23.19,390700,23.19
2013-02-08,23.10,23.41,22.84,23.28,617300,23.28
2013-02-07,23.45,23.66,21.93,22.92,1073300,22.92
2013-02-06,20.98,22.21,20.98,22.15,566400,22.15
2013-02-05,20.69,21.44,20.50,21.13,382500,21.13
2013-02-04,21.01,21.35,20.47,20.55,291900,20.55
2013-02-01,21.27,21.46,20.72,21.11,327400,21.11
2013-01-31,21.02,21.28,20.30,21.10,609200,21.10
2013-01-30,22.03,22.03,20.79,21.04,498400,21.04
2013-01-29,22.42,22.83,21.71,22.13,737700,22.13
2013-01-28,21.85,22.98,21.80,22.60,809600,22.60
2013-01-25,20.80,21.57,20.75,21.56,705900,21.56
2013-01-24,20.91,21.43,20.62,20.75,326000,20.75
2013-01-23,21.26,21.30,20.84,20.91,252700,20.91
2013-01-22,21.18,21.52,20.60,21.33,313500,21.33
2013-01-18,21.30,21.42,20.97,21.18,205100,21.18
2013-01-17,21.12,21.52,20.78,21.35,371700,21.35
2013-01-16,20.94,21.40,20.43,21.06,402900,21.06
2013-01-15,20.16,21.42,19.87,20.94,561300,20.94
2013-01-14,20.20,20.28,19.13,20.19,523400,20.19
2013-01-11,20.31,20.60,19.86,20.22,356100,20.22
2013-01-10,20.39,20.42,19.87,20.24,390600,20.24
2013-01-09,21.23,21.32,20.39,20.42,436800,20.42
2013-01-08,20.93,21.28,20.64,21.12,342600,21.12
2013-01-07,21.53,21.63,20.84,20.98,516900,20.98
2013-01-04,21.35,21.91,21.01,21.48,544700,21.48
2013-01-03,20.27,21.57,20.13,21.22,963400,21.22
2013-01-02,19.75,19.88,19.00,19.50,917500,19.50
